name,generation,price,ubication
Yamaha Ttr 50 Modelo 2024 0 Km ,2024,7800000 pesos,Medellín - Antioquia
Victory Bold Pro 125 Modelo 2024 ¡ahora Con Maletero! ,2023,8899000 pesos,Medellín - Antioquia
Discover 125 Str 2024 Pro ¡llévala Con La Mejor Retoma!,2023,7849000 pesos,Medellín - Antioquia
Moto Benelli  180s  Nueva Bucaramanga,2024,13649000 pesos,Bucaramanga - Santander
Yamaha Ycz 110 Edicion Especial Gold Modelo 2024 0 Km ,2024,6740000 pesos,Medellín - Antioquia
Vespa Vxl 150cc Con Frenos Abs,2023,14990000 pesos,Manizales - Caldas
Vespa Vxl 150 Con Frenos Abs,2023,14990000 pesos,Manizales - Caldas
Vespa Vxl 150 Con Frenos Abs.,2023,14990000 pesos,Manizales - Caldas
Vespa Vxl 150cc Con Frenos Abs,2023,14990000 pesos,Manizales - Caldas
Transmisión Completa 8/24 Natsuki ,2023,1547000 pesos,Barranquilla - Atlántico
Suzuki 2023,2024,8300000 pesos,Bucaramanga - Santander
Moto Benelli Tnt 150i Nueva Bucaramanga,2024,10990000 pesos,Bucaramanga - Santander
Bola Del Diferencial 8/24 Natsuki ,2023,1500000 pesos,Barranquilla - Atlántico
Motor Natsuki 200cc,2023,2142000 pesos,Barranquilla - Atlántico
Suzuki 2023,2023,10630000 pesos,Bucaramanga - Santander
Moto Victory Nitro 125cc  Nueva Bucaramanga,2024,7199000 pesos,Bucaramanga - Santander
Vespa Gts Super 300,2022,36990000 pesos,Manizales - Caldas
Suzuki 2023,2024,10530000 pesos,Bucaramanga - Santander
Suzuki 2023,2024,10867000 pesos,Bucaramanga - Santander
